STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,N07240
20,KS,66526,1,110,90,0
20,KS,66526,2,70,50,0
20,KS,66526,3,50,0,0
20,KS,66526,4,50,0,0
20,KS,66526,5,60,0,0
20,KS,66526,6,0,0,0
20,KS,66528,1,110,70,0
20,KS,66528,2,100,60,40
20,KS,66528,3,60,20,0
20,KS,66528,4,40,0,0
20,KS,66528,5,30,0,0
20,KS,66528,6,0,0,0
20,KS,66531,1,190,140,0
20,KS,66531,2,160,80,50
20,KS,66531,3,110,50,0
20,KS,66531,4,80,0,0
20,KS,66531,5,100,0,0
20,KS,66531,6,0,0,0
20,KS,66532,1,90,50,0
20,KS,66532,2,70,50,20
20,KS,66532,3,50,0,0
20,KS,66532,4,30,0,0
20,KS,66532,5,40,0,0
20,KS,66532,6,0,0,0
20,KS,66533,1,270,190,0
20,KS,66533,2,170,90,60
20,KS,66533,3,120,50,0
20,KS,66533,4,90,0,0
20,KS,66533,5,150,0,0
20,KS,66533,6,0,0,0
20,KS,66534,1,580,440,30
20,KS,66534,2,370,200,80
20,KS,66534,3,270,110,30
20,KS,66534,4,210,50,0
20,KS,66534,5,250,0,0
20,KS,66534,6,80,0,0
20,KS,66535,1,350,270,0
20,KS,66535,2,340,180,70
20,KS,66535,3,200,60,20
20,KS,66535,4,160,30,0
20,KS,66535,5,250,0,0
20,KS,66535,6,40,0,0
20,KS,66536,1,590,500,0
20,KS,66536,2,360,240,90
20,KS,66536,3,290,100,0
20,KS,66536,4,190,40,0
20,KS,66536,5,190,0,0
20,KS,66536,6,40,0,0
20,KS,66537,1,220,150,0
20,KS,66537,2,150,70,40
20,KS,66537,3,110,40,20
20,KS,66537,4,70,0,0
20,KS,66537,5,90,0,0
20,KS,66537,6,0,0,0
20,KS,66538,1,530,410,0
20,KS,66538,2,350,210,80
20,KS,66538,3,240,80,40
20,KS,66538,4,190,20,0
20,KS,66538,5,240,20,0
20,KS,66538,6,60,0,0
20,KS,66539,1,310,240,0
20,KS,66539,2,300,160,80
20,KS,66539,3,220,70,0
20,KS,66539,4,190,40,0
20,KS,66539,5,270,0,0
20,KS,66539,6,40,0,0
20,KS,66540,1,90,60,0
20,KS,66540,2,50,20,0
20,KS,66540,3,40,0,0
20,KS,66540,4,30,0,0
20,KS,66540,5,20,0,0
20,KS,66540,6,0,0,0
20,KS,66542,1,420,330,0
20,KS,66542,2,340,160,80
20,KS,66542,3,270,80,0
20,KS,66542,4,230,50,0
20,KS,66542,5,380,0,0
20,KS,66542,6,50,0,0
20,KS,66543,1,110,70,0
20,KS,66543,2,80,40,20
20,KS,66543,3,70,30,0
20,KS,66543,4,50,0,0
20,KS,66543,5,60,0,0
20,KS,66543,6,0,0,0
20,KS,66544,1,50,30,0
20,KS,66544,2,40,30,0
20,KS,66544,3,40,0,0
20,KS,66544,4,0,0,0
20,KS,66544,5,30,0,0
20,KS,66544,6,0,0,0
20,KS,66546,1,130,100,0
20,KS,66546,2,120,80,0
20,KS,66546,3,80,30,0
20,KS,66546,4,80,20,0
20,KS,66546,5,130,0,0
20,KS,66546,6,0,0,0
20,KS,66547,1,1160,890,50
20,KS,66547,2,850,470,110
20,KS,66547,3,610,190,50
20,KS,66547,4,480,60,0
20,KS,66547,5,730,40,0
20,KS,66547,6,140,0,0
20,KS,66548,1,130,90,0
20,KS,66548,2,110,50,40
20,KS,66548,3,90,30,0
20,KS,66548,4,40,0,0
20,KS,66548,5,40,0,0
20,KS,66548,6,0,0,0
20,KS,66549,1,270,200,0
20,KS,66549,2,190,90,50
20,KS,66549,3,110,40,0
20,KS,66549,4,90,0,0
20,KS,66549,5,120,0,0
20,KS,66549,6,0,0,0
20,KS,66550,1,100,60,0
20,KS,66550,2,70,50,30
20,KS,66550,3,40,0,0
20,KS,66550,4,30,0,0
20,KS,66550,5,30,0,0
20,KS,66550,6,0,0,0
20,KS,66552,1,70,50,0
20,KS,66552,2,60,40,0
20,KS,66552,3,30,0,0
20,KS,66552,4,30,0,0
20,KS,66552,5,0,0,0
20,KS,66552,6,0,0,0
20,KS,66554,1,70,50,0
20,KS,66554,2,60,40,0
20,KS,66554,3,50,0,0
20,KS,66554,4,30,0,0
20,KS,66554,5,40,0,0
20,KS,66554,6,0,0,0
20,KS,66603,1,310,200,0
20,KS,66603,2,180,90,40
20,KS,66603,3,70,40,0
20,KS,66603,4,0,0,0
20,KS,66603,5,30,0,0
20,KS,66603,6,0,0,0
20,KS,66604,1,4110,3000,220
20,KS,66604,2,3210,1900,530
20,KS,66604,3,1720,780,140
20,KS,66604,4,880,210,0
20,KS,66604,5,890,150,0
20,KS,66604,6,210,30,0
20,KS,66605,1,3560,2320,150
20,KS,66605,2,2470,1120,450
20,KS,66605,3,1220,400,110
20,KS,66605,4,740,100,0
20,KS,66605,5,850,80,0
20,KS,66605,6,90,0,0
20,KS,66606,1,1860,1390,100
20,KS,66606,2,1650,990,260
20,KS,66606,3,800,340,60
20,KS,66606,4,400,90,0
20,KS,66606,5,390,80,0
20,KS,66606,6,110,0,0
20,KS,66607,1,1770,1040,70
20,KS,66607,2,1050,450,190
20,KS,66607,3,310,90,30
20,KS,66607,4,80,20,0
20,KS,66607,5,70,0,0
20,KS,66607,6,0,0,0
20,KS,66608,1,1030,630,60
20,KS,66608,2,710,380,120
20,KS,66608,3,280,120,20
20,KS,66608,4,120,40,0
20,KS,66608,5,80,0,0
20,KS,66608,6,0,0,0
20,KS,66609,1,1200,860,60
20,KS,66609,2,920,500,170
20,KS,66609,3,550,210,40
20,KS,66609,4,360,70,0
20,KS,66609,5,380,30,0
20,KS,66609,6,40,0,0
20,KS,66610,1,1070,900,40
20,KS,66610,2,660,350,90
20,KS,66610,3,620,240,40
20,KS,66610,4,570,110,0
20,KS,66610,5,1290,90,0
20,KS,66610,6,610,40,0
20,KS,66611,1,1680,1240,100
20,KS,66611,2,1560,900,250
20,KS,66611,3,740,330,60
20,KS,66611,4,400,110,0
20,KS,66611,5,460,100,0
20,KS,66611,6,110,20,0
20,KS,66612,1,430,280,20
20,KS,66612,2,220,120,30
20,KS,66612,3,60,40,0
20,KS,66612,4,30,0,0
20,KS,66612,5,0,0,0
20,KS,66612,6,0,0,0
20,KS,66614,1,4500,3500,240
20,KS,66614,2,4090,2440,670
20,KS,66614,3,2600,1150,170
20,KS,66614,4,1770,390,0
20,KS,66614,5,2210,230,0
20,KS,66614,6,470,50,0
20,KS,66615,1,400,320,0
20,KS,66615,2,340,200,60
20,KS,66615,3,260,110,0
20,KS,66615,4,230,50,0
20,KS,66615,5,300,30,0
20,KS,66615,6,80,0,0
20,KS,66616,1,1130,770,50
20,KS,66616,2,900,490,150
20,KS,66616,3,350,140,40
20,KS,66616,4,160,50,0
20,KS,66616,5,100,0,0
20,KS,66616,6,0,0,0
20,KS,66617,1,1190,910,60
20,KS,66617,2,1010,540,150
20,KS,66617,3,730,220,70
20,KS,66617,4,600,80,0
20,KS,66617,5,780,50,0
20,KS,66617,6,100,0,0
20,KS,66618,1,1180,940,40
20,KS,66618,2,950,490,150
20,KS,66618,3,710,230,50
20,KS,66618,4,620,100,0
20,KS,66618,5,1030,70,0
20,KS,66618,6,180,0,0
20,KS,66619,1,530,310,40
20,KS,66619,2,510,210,100
20,KS,66619,3,220,70,40
20,KS,66619,4,80,0,0
20,KS,66619,5,60,0,0
20,KS,66619,6,0,0,0
20,KS,66701,1,2050,1340,130
20,KS,66701,2,1290,550,300
20,KS,66701,3,690,150,110
20,KS,66701,4,390,40,0
20,KS,66701,5,390,50,0
20,KS,66701,6,80,0,0
20,KS,66710,1,90,50,0
20,KS,66710,2,90,40,50
20,KS,66710,3,60,0,0
20,KS,66710,4,0,0,0
20,KS,66710,5,30,0,0
20,KS,66710,6,0,0,0
20,KS,66711,1,100,60,0
20,KS,66711,2,50,30,0
20,KS,66711,3,30,0,0
20,KS,66711,4,20,0,0
20,KS,66711,5,20,0,0
20,KS,66711,6,0,0,0
20,KS,66712,1,320,200,0
20,KS,66712,2,230,120,60
20,KS,66712,3,110,40,0
20,KS,66712,4,70,0,0
20,KS,66712,5,70,0,0
20,KS,66712,6,0,0,0
20,KS,66713,1,890,570,50
20,KS,66713,2,620,240,150
20,KS,66713,3,330,80,30
20,KS,66713,4,200,40,0
20,KS,66713,5,160,0,0
20,KS,66713,6,30,0,0
20,KS,66716,1,90,50,30
20,KS,66716,2,50,20,0
20,KS,66716,3,30,0,0
20,KS,66716,4,30,0,0
20,KS,66716,5,0,0,0
20,KS,66716,6,0,0,0
20,KS,66717,1,60,40,20
20,KS,66717,2,70,50,0
20,KS,66717,3,30,0,0
20,KS,66717,4,40,0,0
20,KS,66717,5,0,0,0
20,KS,66717,6,0,0,0
20,KS,66720,1,1810,1270,90
20,KS,66720,2,1270,560,300
20,KS,66720,3,710,180,100
20,KS,66720,4,400,50,0
20,KS,66720,5,390,40,0
20,KS,66720,6,90,0,0
20,KS,66724,1,170,120,0
20,KS,66724,2,130,80,40
20,KS,66724,3,60,0,0
20,KS,66724,4,30,0,0
20,KS,66724,5,30,0,0
20,KS,66724,6,0,0,0
20,KS,66725,1,870,580,30
20,KS,66725,2,580,270,100
20,KS,66725,3,360,90,50
20,KS,66725,4,210,50,0
20,KS,66725,5,230,0,0
20,KS,66725,6,40,0,0
20,KS,66733,1,320,210,0
20,KS,66733,2,240,100,80
20,KS,66733,3,150,50,0
20,KS,66733,4,100,0,0
20,KS,66733,5,110,0,0
20,KS,66733,6,0,0,0
20,KS,66734,1,60,30,0
20,KS,66734,2,30,30,0
20,KS,66734,3,30,0,0
20,KS,66734,4,30,0,0
20,KS,66734,5,0,0,0
20,KS,66734,6,0,0,0
20,KS,66735,1,80,50,0
20,KS,66735,2,60,40,30
20,KS,66735,3,30,0,0
20,KS,66735,4,40,0,0
20,KS,66735,5,0,0,0
20,KS,66735,6,0,0,0
20,KS,66736,1,580,380,50
20,KS,66736,2,420,180,110
20,KS,66736,3,260,70,40
20,KS,66736,4,130,30,0
20,KS,66736,5,130,0,0
20,KS,66736,6,30,0,0
20,KS,66738,1,70,40,0
20,KS,66738,2,50,30,0
20,KS,66738,3,30,0,0
20,KS,66738,4,30,0,0
20,KS,66738,5,0,0,0
20,KS,66738,6,0,0,0
20,KS,66739,1,900,540,50
20,KS,66739,2,570,240,110
20,KS,66739,3,300,70,50
20,KS,66739,4,170,30,0
20,KS,66739,5,170,0,0
20,KS,66739,6,0,0,0
20,KS,66740,1,70,40,0
20,KS,66740,2,60,30,0
20,KS,66740,3,30,0,0
20,KS,66740,4,40,0,0
20,KS,66740,5,0,0,0
20,KS,66740,6,0,0,0
20,KS,66743,1,660,420,30
20,KS,66743,2,480,220,90
20,KS,66743,3,260,70,20
20,KS,66743,4,210,40,0
20,KS,66743,5,190,0,0
20,KS,66743,6,40,0,0
20,KS,66746,1,40,50,0
20,KS,66746,2,30,0,0
20,KS,66746,3,30,0,0
20,KS,66746,4,0,0,0
20,KS,66746,5,0,0,0
20,KS,66746,6,0,0,0
20,KS,66748,1,410,290,30
20,KS,66748,2,330,150,80
20,KS,66748,3,200,60,30
20,KS,66748,4,120,30,0
20,KS,66748,5,130,0,0
20,KS,66748,6,0,0,0
20,KS,66749,1,1410,1000,90
20,KS,66749,2,900,460,220
20,KS,66749,3,450,130,70
20,KS,66749,4,250,50,0
20,KS,66749,5,250,40,0
20,KS,66749,6,60,0,0
20,KS,66751,1,150,100,0
20,KS,66751,2,120,60,60
20,KS,66751,3,40,0,0
20,KS,66751,4,30,0,0
20,KS,66751,5,0,0,0
20,KS,66751,6,0,0,0
20,KS,66753,1,150,90,0
20,KS,66753,2,120,60,40
20,KS,66753,3,80,30,0
20,KS,66753,4,60,0,0
20,KS,66753,5,50,0,0
20,KS,66753,6,0,0,0
20,KS,66754,1,70,40,0
20,KS,66754,2,80,30,0
20,KS,66754,3,0,0,0
20,KS,66754,4,20,0,0
20,KS,66754,5,0,0,0
20,KS,66754,6,0,0,0
20,KS,66755,1,180,120,0
20,KS,66755,2,130,70,50
20,KS,66755,3,70,30,0
20,KS,66755,4,40,0,0
20,KS,66755,5,50,0,0
20,KS,66755,6,0,0,0
20,KS,66756,1,150,80,0
20,KS,66756,2,110,40,30
20,KS,66756,3,50,20,0
20,KS,66756,4,30,0,0
20,KS,66756,5,30,0,0
20,KS,66756,6,0,0,0
20,KS,66757,1,540,320,30
20,KS,66757,2,390,160,120
20,KS,66757,3,190,40,30
20,KS,66757,4,130,30,0
20,KS,66757,5,140,0,0
20,KS,66757,6,0,0,0
20,KS,66761,1,40,40,0
20,KS,66761,2,30,0,0
20,KS,66761,3,30,0,0
20,KS,66761,4,0,0,0
20,KS,66761,5,0,0,0
20,KS,66761,6,0,0,0
20,KS,66762,1,4070,2950,160
20,KS,66762,2,2520,1240,450
20,KS,66762,3,1170,340,130
20,KS,66762,4,750,120,0
20,KS,66762,5,940,90,0
20,KS,66762,6,220,20,0
20,KS,66763,1,550,400,30
20,KS,66763,2,390,180,60
20,KS,66763,3,230,70,30
20,KS,66763,4,150,40,0
20,KS,66763,5,190,0,0
20,KS,66763,6,0,0,0
20,KS,66767,1,90,60,0
20,KS,66767,2,50,30,0
20,KS,66767,3,20,0,0
20,KS,66767,4,30,0,0
20,KS,66767,5,0,0,0
20,KS,66767,6,0,0,0
20,KS,66769,1,80,50,0
20,KS,66769,2,60,30,30
20,KS,66769,3,40,0,0
20,KS,66769,4,30,0,0
20,KS,66769,5,0,0,0
20,KS,66769,6,0,0,0
20,KS,66770,1,150,100,0
20,KS,66770,2,140,60,50
20,KS,66770,3,90,30,0
20,KS,66770,4,50,0,0
20,KS,66770,5,70,0,0
20,KS,66770,6,0,0,0
20,KS,66771,1,170,120,0
20,KS,66771,2,110,50,30
20,KS,66771,3,70,30,0
20,KS,66771,4,50,0,0
20,KS,66771,5,50,0,0
20,KS,66771,6,0,0,0
20,KS,66772,1,50,50,0
20,KS,66772,2,40,0,0
20,KS,66772,3,30,0,0
20,KS,66772,4,0,0,0
20,KS,66772,6,0,0,0
20,KS,66773,1,110,70,0
20,KS,66773,2,110,70,30
20,KS,66773,3,50,0,0
20,KS,66773,4,20,0,0
20,KS,66773,5,30,0,0
20,KS,66773,6,0,0,0
20,KS,66776,1,190,120,0
20,KS,66776,2,140,70,40
20,KS,66776,3,80,0,20
20,KS,66776,4,50,0,0
20,KS,66776,5,50,0,0
20,KS,66776,6,0,0,0
20,KS,66777,1,90,60,0
20,KS,66777,2,60,30,0
20,KS,66777,3,40,0,0
20,KS,66777,4,0,0,0
20,KS,66777,5,20,0,0
20,KS,66777,6,0,0,0
20,KS,66779,1,90,40,0
20,KS,66779,2,90,40,30
20,KS,66779,3,40,0,0
20,KS,66779,4,20,0,0
20,KS,66779,5,20,0,0
20,KS,66779,6,0,0,0
20,KS,66780,1,90,50,0
20,KS,66780,2,70,50,30
20,KS,66780,3,30,0,0
20,KS,66780,4,30,0,0
20,KS,66780,5,0,0,0
20,KS,66780,6,0,0,0
20,KS,66781,1,200,130,0
20,KS,66781,2,120,50,40
20,KS,66781,3,70,30,0
20,KS,66781,4,50,0,0
20,KS,66781,5,60,0,0
20,KS,66781,6,0,0,0
20,KS,66783,1,350,250,0
20,KS,66783,2,250,120,60
20,KS,66783,3,160,40,20
20,KS,66783,4,80,20,0
20,KS,66783,5,90,0,0
20,KS,66783,6,0,0,0
20,KS,66801,1,4540,3450,220
20,KS,66801,2,3400,1730,670
20,KS,66801,3,1820,550,230
20,KS,66801,4,1150,150,0
20,KS,66801,5,1070,120,0
20,KS,66801,6,230,0,0
20,KS,66830,1,40,30,0
20,KS,66830,2,40,20,0
20,KS,66830,3,20,0,0
20,KS,66830,4,30,0,0
20,KS,66830,5,0,0,0
20,KS,66830,6,0,0,0
20,KS,66833,1,110,90,0
20,KS,66833,2,60,40,0
20,KS,66833,3,40,0,0
20,KS,66833,4,30,0,0
20,KS,66833,5,30,0,0
20,KS,66833,6,0,0,0
20,KS,66834,1,120,90,0
20,KS,66834,2,120,50,30
20,KS,66834,3,70,20,0
20,KS,66834,4,40,0,0
20,KS,66834,5,50,0,0
20,KS,66834,6,0,0,0
20,KS,66835,1,170,110,0
20,KS,66835,2,120,80,30
20,KS,66835,3,100,0,0
20,KS,66835,4,70,0,0
20,KS,66835,5,70,0,0
20,KS,66835,6,0,0,0
20,KS,66839,1,620,430,20
20,KS,66839,2,360,190,60
20,KS,66839,3,240,90,30
20,KS,66839,4,210,40,0
20,KS,66839,5,340,30,0
20,KS,66839,6,60,0,0
20,KS,66840,1,100,70,0
20,KS,66840,2,80,40,0
20,KS,66840,3,50,20,0
20,KS,66840,4,30,0,0
20,KS,66840,5,40,0,0
20,KS,66840,6,0,0,0
20,KS,66842,1,30,30,0
20,KS,66842,2,40,30,0
20,KS,66842,3,30,0,0
20,KS,66842,4,30,0,0
20,KS,66842,5,0,0,0
20,KS,66842,6,0,0,0
20,KS,66845,1,170,110,0
20,KS,66845,2,120,50,50
20,KS,66845,3,80,40,0
20,KS,66845,4,60,0,0
20,KS,66845,5,50,0,0
20,KS,66845,6,0,0,0
20,KS,66846,1,510,370,0
20,KS,66846,2,380,190,70
20,KS,66846,3,240,60,30
20,KS,66846,4,170,30,0
20,KS,66846,5,170,30,0
20,KS,66846,6,50,0,0
20,KS,66849,1,60,40,0
20,KS,66849,2,70,50,0
20,KS,66849,3,40,0,0
20,KS,66849,4,30,0,0
20,KS,66849,5,30,0,0
20,KS,66849,6,0,0,0
20,KS,66851,1,90,60,0
20,KS,66851,2,50,40,0
20,KS,66851,3,30,0,0
20,KS,66851,4,30,0,0
20,KS,66851,5,0,0,0
20,KS,66851,6,0,0,0
20,KS,66852,1,90,60,0
20,KS,66852,2,60,50,20
20,KS,66852,3,50,0,0
20,KS,66852,4,40,0,0
20,KS,66852,5,40,0,0
20,KS,66852,6,0,0,0
20,KS,66853,1,60,40,0
20,KS,66853,2,40,30,0
20,KS,66853,3,20,0,0
20,KS,66853,4,20,0,0
20,KS,66853,5,0,0,0
20,KS,66853,6,0,0,0
20,KS,66854,1,120,80,0
20,KS,66854,2,100,50,40
20,KS,66854,3,50,20,0
20,KS,66854,4,40,0,0
20,KS,66854,5,40,0,0
20,KS,66854,6,0,0,0
20,KS,66856,1,250,180,0
20,KS,66856,2,140,60,40
20,KS,66856,3,110,30,0
20,KS,66856,4,80,20,0
20,KS,66856,5,130,0,0
20,KS,66856,6,30,0,0
20,KS,66857,1,140,100,0
20,KS,66857,2,100,50,30
20,KS,66857,3,50,20,0
20,KS,66857,4,40,0,0
20,KS,66857,5,70,0,0
20,KS,66857,6,0,0,0
20,KS,66858,1,60,40,0
20,KS,66858,2,40,30,0
20,KS,66858,3,40,0,0
20,KS,66858,4,40,0,0
20,KS,66858,5,0,0,0
20,KS,66858,6,0,0,0
20,KS,66860,1,180,110,0
20,KS,66860,2,140,60,60
20,KS,66860,3,90,30,0
20,KS,66860,4,60,0,0
20,KS,66860,5,60,0,0
20,KS,66860,6,0,0,0
20,KS,66861,1,460,320,0
20,KS,66861,2,370,170,70
20,KS,66861,3,230,60,40
20,KS,66861,4,180,30,0
20,KS,66861,5,140,0,0
20,KS,66861,6,20,0,0
20,KS,66864,1,70,40,0
20,KS,66864,2,60,40,0
20,KS,66864,3,40,0,0
20,KS,66864,4,40,0,0
20,KS,66864,5,0,0,0
20,KS,66864,6,0,0,0
20,KS,66865,1,140,110,0
20,KS,66865,2,100,60,40
20,KS,66865,3,90,40,0
20,KS,66865,4,70,0,0
20,KS,66865,5,100,0,0
20,KS,66865,6,0,0,0
20,KS,66866,1,240,170,0
20,KS,66866,2,170,80,60
20,KS,66866,3,100,40,0
20,KS,66866,4,80,0,0
20,KS,66866,5,90,0,0
20,KS,66866,6,0,0,0
20,KS,66868,1,70,40,0
20,KS,66868,2,60,30,20
20,KS,66868,3,70,20,0
20,KS,66868,4,30,0,0
20,KS,66868,5,50,0,0
20,KS,66868,6,0,0,0
20,KS,66869,1,100,80,0
20,KS,66869,2,100,60,20
20,KS,66869,3,50,20,0
20,KS,66869,4,50,0,0
20,KS,66869,5,30,0,0
20,KS,66869,6,0,0,0
20,KS,66871,1,170,120,0
20,KS,66871,2,130,60,50
20,KS,66871,3,90,30,0
20,KS,66871,4,60,20,0
20,KS,66871,5,120,0,0
20,KS,66871,6,0,0,0
20,KS,66872,1,140,80,0
20,KS,66872,2,120,70,30
20,KS,66872,3,60,0,0
20,KS,66872,4,50,0,0
20,KS,66872,5,50,0,0
20,KS,66872,6,0,0,0
20,KS,66873,1,50,30,0
20,KS,66873,2,40,30,0
20,KS,66873,3,40,0,0
20,KS,66873,4,0,0,0
20,KS,66873,5,0,0,0
20,KS,66873,6,0,0,0
20,KS,66901,1,1110,820,60
20,KS,66901,2,700,350,140
20,KS,66901,3,380,90,50
20,KS,66901,4,280,50,0
20,KS,66901,5,220,0,0
20,KS,66901,6,50,0,0
20,KS,66933,1,50,30,0
20,KS,66933,2,40,20,0
20,KS,66933,3,40,0,0
20,KS,66933,4,0,0,0
20,KS,66933,5,0,0,0
20,KS,66933,6,0,0,0
20,KS,66935,1,500,350,30
20,KS,66935,2,300,140,50
20,KS,66935,3,170,70,20
20,KS,66935,4,110,0,0
20,KS,66935,5,90,0,0
20,KS,66935,6,20,0,0
20,KS,66936,1,50,30,0
20,KS,66936,2,60,30,0
20,KS,66936,3,0,0,0
20,KS,66936,4,30,0,0
20,KS,66936,5,0,0,0
20,KS,66936,6,0,0,0
20,KS,66937,1,130,110,0
20,KS,66937,2,80,30,30
20,KS,66937,3,80,30,0
20,KS,66937,4,30,0,0
20,KS,66937,5,40,0,0
20,KS,66937,6,0,0,0
20,KS,66938,1,160,110,0
20,KS,66938,2,100,40,30
20,KS,66938,3,70,30,0
20,KS,66938,4,60,0,0
20,KS,66938,5,50,0,0
20,KS,66938,6,0,0,0
20,KS,66939,1,80,60,0
20,KS,66939,2,70,40,0
20,KS,66939,3,50,0,0
20,KS,66939,4,20,0,0
20,KS,66939,5,30,0,0
20,KS,66939,6,0,0,0
20,KS,66940,1,60,40,0
20,KS,66940,2,30,30,0
20,KS,66940,3,30,0,0
20,KS,66940,4,20,0,0
20,KS,66940,5,0,0,0
20,KS,66940,6,0,0,0
20,KS,66941,1,30,40,0
20,KS,66941,2,30,0,0
20,KS,66941,3,30,0,0
20,KS,66941,4,0,0,0
20,KS,66941,5,30,0,0
20,KS,66941,6,0,0,0
20,KS,66943,1,80,60,0
20,KS,66943,2,70,40,0
20,KS,66943,3,50,0,0
20,KS,66943,4,0,0,0
20,KS,66943,5,30,0,0
20,KS,66943,6,0,0,0
20,KS,66944,1,40,30,0
20,KS,66944,2,40,20,0
20,KS,66944,3,30,0,0
20,KS,66944,4,0,0,0
20,KS,66944,5,0,0,0
20,KS,66944,6,0,0,0
20,KS,66945,1,180,130,0
20,KS,66945,2,120,60,50
20,KS,66945,3,70,40,0
20,KS,66945,4,60,0,0
20,KS,66945,5,70,0,0
20,KS,66945,6,0,0,0
20,KS,66948,1,60,50,0
20,KS,66948,2,50,30,0
20,KS,66948,3,40,0,0
20,KS,66948,4,20,0,0
20,KS,66948,5,20,0,0
20,KS,66948,6,0,0,0
20,KS,66949,1,110,90,0
20,KS,66949,2,80,40,0
20,KS,66949,3,30,0,0
20,KS,66949,4,50,0,0
20,KS,66949,5,0,0,0
20,KS,66949,6,0,0,0
20,KS,66951,1,120,90,0
20,KS,66951,2,60,20,0
20,KS,66951,3,50,30,0
20,KS,66951,4,30,0,0
20,KS,66951,5,50,0,0
20,KS,66951,6,0,0,0
20,KS,66952,1,60,40,0
20,KS,66952,2,50,30,0
20,KS,66952,3,30,0,0
20,KS,66952,4,40,0,0
20,KS,66952,5,0,0,0
20,KS,66952,6,0,0,0
20,KS,66953,1,120,100,20
20,KS,66953,2,70,30,0
20,KS,66953,3,60,20,0
20,KS,66953,4,30,0,0
20,KS,66953,5,30,0,0
20,KS,66953,6,0,0,0
20,KS,66956,1,200,140,0
20,KS,66956,2,170,90,40
20,KS,66956,3,70,30,0
20,KS,66956,4,50,0,0
20,KS,66956,5,60,0,0
20,KS,66956,6,0,0,0
20,KS,66958,1,50,30,0
20,KS,66958,2,40,20,0
20,KS,66958,3,30,0,0
20,KS,66958,4,0,0,0
20,KS,66958,5,0,0,0
20,KS,66958,6,0,0,0
20,KS,66962,1,50,50,0
20,KS,66962,2,40,0,0
20,KS,66962,3,0,0,0
20,KS,66962,4,20,0,0
20,KS,66962,5,30,0,0
20,KS,66962,6,0,0,0
20,KS,66966,1,100,80,0
20,KS,66966,2,70,50,30
20,KS,66966,3,50,0,0
20,KS,66966,4,30,0,0
20,KS,66966,5,30,0,0
20,KS,66966,6,0,0,0
20,KS,66967,1,390,270,20
20,KS,66967,2,250,110,70
20,KS,66967,3,140,50,0
20,KS,66967,4,110,30,0
20,KS,66967,5,110,0,0
20,KS,66967,6,0,0,0
20,KS,66968,1,290,220,0
20,KS,66968,2,200,100,40
20,KS,66968,3,130,40,20
20,KS,66968,4,70,0,0
20,KS,66968,5,70,0,0
20,KS,66968,6,0,0,0
20,KS,67001,1,270,250,0
20,KS,67001,2,120,70,40
20,KS,67001,3,90,30,0
20,KS,67001,4,90,30,0
20,KS,67001,5,210,0,0
20,KS,67001,6,70,0,0
20,KS,67002,1,1760,1430,80
20,KS,67002,2,1130,540,210
20,KS,67002,3,880,270,90
20,KS,67002,4,810,140,0
20,KS,67002,5,1620,110,0
20,KS,67002,6,560,30,0
20,KS,67003,1,450,290,20
20,KS,67003,2,280,130,40
20,KS,67003,3,170,50,30
20,KS,67003,4,80,30,0
20,KS,67003,5,90,0,0
20,KS,67003,6,30,0,0
20,KS,67004,1,120,80,0
20,KS,67004,2,70,30,30
20,KS,67004,3,70,30,0
20,KS,67004,4,40,0,0
20,KS,67004,5,30,0,0
20,KS,67004,6,0,0,0
20,KS,67005,1,2480,1650,110
20,KS,67005,2,1870,820,330
20,KS,67005,3,910,250,100
20,KS,67005,4,590,100,0
20,KS,67005,5,660,80,0
20,KS,67005,6,100,0,0
20,KS,67008,1,60,40,0
20,KS,67008,2,50,30,0
20,KS,67008,3,30,0,0
20,KS,67008,4,30,0,0
20,KS,67008,5,20,0,0
20,KS,67008,6,0,0,0
20,KS,67009,1,120,80,0
20,KS,67009,2,80,40,30
20,KS,67009,3,40,0,0
20,KS,67009,4,20,0,0
20,KS,67009,5,30,0,0
20,KS,67009,6,0,0,0
20,KS,67010,1,2040,1480,110
20,KS,67010,2,1370,650,250
20,KS,67010,3,910,250,100
20,KS,67010,4,660,80,0
20,KS,67010,5,930,80,0
20,KS,67010,6,190,0,0
20,KS,67013,1,390,250,0
20,KS,67013,2,310,130,90
20,KS,67013,3,220,60,20
20,KS,67013,4,170,40,0
20,KS,67013,5,200,0,0
20,KS,67013,6,30,0,0
20,KS,67017,1,330,240,0
20,KS,67017,2,210,120,50
20,KS,67017,3,140,60,0
20,KS,67017,4,120,0,0
20,KS,67017,5,250,30,0
20,KS,67017,6,70,0,0
20,KS,67019,1,130,70,0
20,KS,67019,2,70,30,30
20,KS,67019,3,60,30,0
20,KS,67019,4,50,0,0
20,KS,67019,5,60,0,0
20,KS,67019,6,0,0,0
20,KS,67020,1,260,170,0
20,KS,67020,2,180,80,70
20,KS,67020,3,120,40,0
20,KS,67020,4,80,20,0
20,KS,67020,5,90,0,0
20,KS,67020,6,20,0,0
20,KS,67022,1,250,150,0
20,KS,67022,2,170,70,40
20,KS,67022,3,100,30,0
20,KS,67022,4,60,30,0
20,KS,67022,5,70,0,0
20,KS,67022,6,0,0,0
20,KS,67024,1,100,60,0
20,KS,67024,2,70,30,0
20,KS,67024,3,50,20,0
20,KS,67024,4,20,0,0
20,KS,67024,5,30,0,0
