STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,N07240
25,MA,2535,3,90,40,0
25,MA,2535,4,60,30,0
25,MA,2535,5,120,30,0
25,MA,2535,6,110,20,0
25,MA,2536,1,3200,2540,120
25,MA,2536,2,2340,1490,250
25,MA,2536,3,1670,900,80
25,MA,2536,4,1180,380,0
25,MA,2536,5,1870,290,0
25,MA,2536,6,620,80,0
25,MA,2537,1,820,690,0
25,MA,2537,2,480,320,80
25,MA,2537,3,400,210,0
25,MA,2537,4,340,110,0
25,MA,2537,5,720,90,0
25,MA,2537,6,380,40,0
25,MA,2538,1,880,660,40
25,MA,2538,2,660,380,110
25,MA,2538,3,410,210,30
25,MA,2538,4,250,80,0
25,MA,2538,5,250,50,0
25,MA,2538,6,30,0,0
25,MA,2539,1,1070,850,0
25,MA,2539,2,610,370,70
25,MA,2539,3,460,240,0
25,MA,2539,4,270,120,0
25,MA,2539,5,420,90,0
25,MA,2539,6,240,40,0
25,MA,2540,1,1090,920,20
25,MA,2540,2,780,560,60
25,MA,2540,3,510,330,0
25,MA,2540,4,380,180,0
25,MA,2540,5,770,190,0
25,MA,2540,6,480,70,0
25,MA,2542,1,30,40,0
25,MA,2542,2,80,0,70
25,MA,2542,3,50,0,0
25,MA,2542,4,30,0,0
25,MA,2542,5,0,0,0
25,MA,2542,6,0,0,0
25,MA,2543,1,110,90,0
25,MA,2543,2,110,80,0
25,MA,2543,3,70,50,0
25,MA,2543,4,50,30,0
25,MA,2543,5,90,50,0
25,MA,2543,6,60,0,0
25,MA,2554,1,1950,1650,20
25,MA,2554,2,1400,960,90
25,MA,2554,3,1040,630,0
25,MA,2554,4,560,260,0
25,MA,2554,5,960,230,0
25,MA,2554,6,600,120,0
25,MA,2556,1,440,390,0
25,MA,2556,2,310,220,40
25,MA,2556,3,270,150,0
25,MA,2556,4,220,90,0
25,MA,2556,5,420,80,0
25,MA,2556,6,290,30,0
25,MA,2559,1,500,400,0
25,MA,2559,2,370,260,50
25,MA,2559,3,280,170,0
25,MA,2559,4,210,80,0
25,MA,2559,5,370,90,0
25,MA,2559,6,120,0,0
25,MA,2562,1,500,430,0
25,MA,2562,2,330,210,60
25,MA,2562,3,250,130,0
25,MA,2562,4,210,90,0
25,MA,2562,5,400,70,0
25,MA,2562,6,130,0,0
25,MA,2563,1,1550,1330,40
25,MA,2563,2,990,660,90
25,MA,2563,3,740,380,30
25,MA,2563,4,600,200,0
25,MA,2563,5,1240,170,0
25,MA,2563,6,460,40,0
25,MA,2568,1,1700,1360,40
25,MA,2568,2,930,570,80
25,MA,2568,3,650,380,0
25,MA,2568,4,370,130,0
25,MA,2568,5,590,130,0
25,MA,2568,6,270,50,0
25,MA,2571,1,1830,1400,80
25,MA,2571,2,1320,880,150
25,MA,2571,3,970,510,40
25,MA,2571,4,590,200,0
25,MA,2571,5,810,130,0
25,MA,2571,6,160,20,0
25,MA,2576,1,680,520,30
25,MA,2576,2,560,380,50
25,MA,2576,3,360,170,20
25,MA,2576,4,220,70,0
25,MA,2576,5,330,50,0
25,MA,2576,6,60,0,0
25,MA,2601,1,3550,2510,100
25,MA,2601,2,2370,1330,230
25,MA,2601,3,1250,560,60
25,MA,2601,4,570,180,0
25,MA,2601,5,560,120,0
25,MA,2601,6,150,40,0
25,MA,2630,1,240,190,0
25,MA,2630,2,210,150,30
25,MA,2630,3,150,80,0
25,MA,2630,4,110,50,0
25,MA,2630,5,250,50,0
25,MA,2630,6,160,20,0
25,MA,2631,1,1400,1110,40
25,MA,2631,2,1110,690,100
25,MA,2631,3,800,410,30
25,MA,2631,4,610,200,0
25,MA,2631,5,1080,180,0
25,MA,2631,6,410,60,0
25,MA,2632,1,1740,1390,50
25,MA,2632,2,1260,810,120
25,MA,2632,3,930,440,40
25,MA,2632,4,670,240,0
25,MA,2632,5,1070,190,0
25,MA,2632,6,370,40,0
25,MA,2633,1,630,500,0
25,MA,2633,2,410,270,40
25,MA,2633,3,280,150,0
25,MA,2633,4,220,80,0
25,MA,2633,5,450,110,0
25,MA,2633,6,280,50,0
25,MA,2635,1,470,390,0
25,MA,2635,2,360,220,60
25,MA,2635,3,280,150,0
25,MA,2635,4,220,70,0
25,MA,2635,5,430,70,0
25,MA,2635,6,220,30,0
25,MA,2638,1,450,340,30
25,MA,2638,2,340,230,0
25,MA,2638,3,270,160,0
25,MA,2638,4,190,70,0
25,MA,2638,5,350,80,0
25,MA,2638,6,140,0,0
25,MA,2639,1,650,520,0
25,MA,2639,2,550,350,60
25,MA,2639,3,270,150,0
25,MA,2639,4,170,50,0
25,MA,2639,5,170,40,0
25,MA,2639,6,40,0,0
25,MA,2642,1,650,520,0
25,MA,2642,2,420,260,70
25,MA,2642,3,400,200,0
25,MA,2642,4,260,90,0
25,MA,2642,5,420,100,0
25,MA,2642,6,130,0,0
25,MA,2644,1,600,510,0
25,MA,2644,2,460,290,70
25,MA,2644,3,330,150,30
25,MA,2644,4,270,70,0
25,MA,2644,5,450,40,0
25,MA,2644,6,120,0,0
25,MA,2645,1,1550,1230,50
25,MA,2645,2,1180,740,110
25,MA,2645,3,890,450,40
25,MA,2645,4,610,200,0
25,MA,2645,5,1030,170,0
25,MA,2645,6,290,30,0
25,MA,2646,1,310,250,0
25,MA,2646,2,220,140,30
25,MA,2646,3,170,100,0
25,MA,2646,4,110,50,0
25,MA,2646,5,210,40,0
25,MA,2646,6,100,20,0
25,MA,2648,1,1210,990,40
25,MA,2648,2,840,560,80
25,MA,2648,3,570,280,30
25,MA,2648,4,490,150,0
25,MA,2648,5,830,110,0
25,MA,2648,6,290,30,0
25,MA,2649,1,2270,1830,90
25,MA,2649,2,1720,1090,150
25,MA,2649,3,1260,670,50
25,MA,2649,4,930,350,0
25,MA,2649,5,1570,260,0
25,MA,2649,6,560,50,0
25,MA,2650,1,170,140,0
25,MA,2650,2,120,80,0
25,MA,2650,3,60,50,0
25,MA,2650,4,50,20,0
25,MA,2650,5,100,50,0
25,MA,2650,6,80,0,0
25,MA,2653,1,940,810,30
25,MA,2653,2,610,430,60
25,MA,2653,3,430,240,0
25,MA,2653,4,260,100,0
25,MA,2653,5,530,120,0
25,MA,2653,6,280,40,0
25,MA,2655,1,530,450,30
25,MA,2655,2,350,220,0
25,MA,2655,3,280,160,0
25,MA,2655,4,210,90,0
25,MA,2655,5,340,80,0
25,MA,2655,6,320,60,0
25,MA,2657,1,850,730,40
25,MA,2657,2,630,460,50
25,MA,2657,3,340,220,0
25,MA,2657,4,180,90,0
25,MA,2657,5,260,120,0
25,MA,2657,6,190,80,0
25,MA,2659,1,200,160,0
25,MA,2659,2,160,100,0
25,MA,2659,3,110,50,0
25,MA,2659,4,70,20,0
25,MA,2659,5,100,30,0
25,MA,2659,6,50,0,0
25,MA,2660,1,950,740,40
25,MA,2660,2,860,540,80
25,MA,2660,3,580,320,30
25,MA,2660,4,390,130,0
25,MA,2660,5,580,120,0
25,MA,2660,6,140,0,0
25,MA,2664,1,1700,1280,50
25,MA,2664,2,1370,850,100
25,MA,2664,3,870,450,40
25,MA,2664,4,560,200,0
25,MA,2664,5,760,140,0
25,MA,2664,6,180,30,0
25,MA,2667,1,530,430,20
25,MA,2667,2,370,270,50
25,MA,2667,3,210,110,0
25,MA,2667,4,150,60,0
25,MA,2667,5,280,90,0
25,MA,2667,6,90,0,0
25,MA,2668,1,510,440,0
25,MA,2668,2,310,210,60
25,MA,2668,3,260,120,0
25,MA,2668,4,170,60,0
25,MA,2668,5,390,80,0
25,MA,2668,6,190,0,0
25,MA,2670,1,270,220,20
25,MA,2670,2,210,150,0
25,MA,2670,3,120,80,0
25,MA,2670,4,80,40,0
25,MA,2670,5,130,60,0
25,MA,2670,6,60,0,0
25,MA,2671,1,200,150,0
25,MA,2671,2,160,110,0
25,MA,2671,3,110,60,0
25,MA,2671,4,80,30,0
25,MA,2671,5,110,30,0
25,MA,2671,6,40,0,0
25,MA,2673,1,1670,1270,60
25,MA,2673,2,1320,820,110
25,MA,2673,3,830,430,30
25,MA,2673,4,460,160,0
25,MA,2673,5,560,130,0
25,MA,2673,6,120,30,0
25,MA,2675,1,920,730,20
25,MA,2675,2,700,460,60
25,MA,2675,3,600,340,0
25,MA,2675,4,450,160,0
25,MA,2675,5,780,130,0
25,MA,2675,6,300,50,0
25,MA,2702,1,540,460,0
25,MA,2702,2,370,240,70
25,MA,2702,3,340,150,0
25,MA,2702,4,270,90,0
25,MA,2702,5,560,70,0
25,MA,2702,6,120,0,0
25,MA,2703,1,6610,5230,310
25,MA,2703,2,5470,3530,760
25,MA,2703,3,3640,1920,180
25,MA,2703,4,2370,760,0
25,MA,2703,5,4140,570,0
25,MA,2703,6,990,80,0
25,MA,2715,1,490,400,20
25,MA,2715,2,360,220,60
25,MA,2715,3,270,120,0
25,MA,2715,4,180,50,0
25,MA,2715,5,510,40,0
25,MA,2715,6,100,0,0
25,MA,2717,1,660,540,20
25,MA,2717,2,490,310,80
25,MA,2717,3,390,180,0
25,MA,2717,4,290,70,0
25,MA,2717,5,600,70,0
25,MA,2717,6,130,0,0
25,MA,2718,1,1010,810,50
25,MA,2718,2,770,490,90
25,MA,2718,3,570,280,30
25,MA,2718,4,490,150,0
25,MA,2718,5,700,80,0
25,MA,2718,6,80,0,0
25,MA,2719,1,2450,1970,120
25,MA,2719,2,1870,1220,220
25,MA,2719,3,1390,750,70
25,MA,2719,4,950,290,0
25,MA,2719,5,1370,190,0
25,MA,2719,6,270,40,0
25,MA,2720,1,5010,3610,230
25,MA,2720,2,4320,2750,650
25,MA,2720,3,2410,1210,130
25,MA,2720,4,1370,440,0
25,MA,2720,5,1470,220,0
25,MA,2720,6,230,40,0
25,MA,2721,1,4830,3220,200
25,MA,2721,2,3650,2070,550
25,MA,2721,3,1650,740,100
25,MA,2721,4,840,210,0
25,MA,2721,5,720,100,0
25,MA,2721,6,40,0,0
25,MA,2723,1,2870,1880,120
25,MA,2723,2,2220,1260,340
25,MA,2723,3,980,440,60
25,MA,2723,4,440,120,0
25,MA,2723,5,350,50,0
25,MA,2723,6,20,0,0
25,MA,2724,1,3150,2110,150
25,MA,2724,2,2500,1460,390
25,MA,2724,3,1110,530,50
25,MA,2724,4,530,150,0
25,MA,2724,5,460,70,0
25,MA,2724,6,30,0,0
25,MA,2725,1,390,320,30
25,MA,2725,2,310,190,60
25,MA,2725,3,230,110,0
25,MA,2725,4,180,50,0
25,MA,2725,5,220,30,0
25,MA,2725,6,30,0,0
25,MA,2726,1,2160,1760,80
25,MA,2726,2,1700,1120,220
25,MA,2726,3,1410,660,50
25,MA,2726,4,1010,280,0
25,MA,2726,5,1650,160,0
25,MA,2726,6,290,30,0
25,MA,2738,1,710,590,20
25,MA,2738,2,420,270,70
25,MA,2738,3,340,170,0
25,MA,2738,4,260,80,0
25,MA,2738,5,620,100,0
25,MA,2738,6,390,40,0
25,MA,2739,1,850,740,30
25,MA,2739,2,590,440,80
25,MA,2739,3,460,260,0
25,MA,2739,4,390,140,0
25,MA,2739,5,810,120,0
25,MA,2739,6,460,40,0
25,MA,2740,1,7810,5340,380
25,MA,2740,2,6150,3500,1010
25,MA,2740,3,2760,1370,180
25,MA,2740,4,1440,460,0
25,MA,2740,5,1360,230,0
25,MA,2740,6,170,30,0
25,MA,2743,1,1520,1180,70
25,MA,2743,2,1160,710,160
25,MA,2743,3,870,430,50
25,MA,2743,4,630,150,0
25,MA,2743,5,1010,100,0
25,MA,2743,6,190,0,0
25,MA,2744,1,2350,1480,110
25,MA,2744,2,1750,830,290
25,MA,2744,3,700,330,50
25,MA,2744,4,340,110,0
25,MA,2744,5,250,60,0
25,MA,2744,6,30,0,0
25,MA,2745,1,4050,2910,190
25,MA,2745,2,3550,2180,510
25,MA,2745,3,2120,1100,110
25,MA,2745,4,1230,350,0
25,MA,2745,5,1480,220,0
25,MA,2745,6,110,0,0
25,MA,2746,1,3120,1960,120
25,MA,2746,2,2300,1110,340
25,MA,2746,3,730,310,40
25,MA,2746,4,330,100,0
25,MA,2746,5,240,60,0
25,MA,2746,6,20,0,0
25,MA,2747,1,2700,2200,90
25,MA,2747,2,1860,1180,250
25,MA,2747,3,1420,700,70
25,MA,2747,4,1050,300,0
25,MA,2747,5,1990,210,0
25,MA,2747,6,490,40,0
25,MA,2748,1,1550,1260,60
25,MA,2748,2,1110,730,140
25,MA,2748,3,870,460,40
25,MA,2748,4,640,190,0
25,MA,2748,5,1110,160,0
25,MA,2748,6,620,60,0
25,MA,2760,1,3950,3360,140
25,MA,2760,2,2970,2060,320
25,MA,2760,3,1960,1110,80
25,MA,2760,4,1420,500,0
25,MA,2760,5,2950,340,0
25,MA,2760,6,1150,50,0
25,MA,2762,1,1360,1140,60
25,MA,2762,2,1010,720,110
25,MA,2762,3,790,460,30
25,MA,2762,4,540,200,0
25,MA,2762,5,1050,150,0
25,MA,2762,6,400,30,0
25,MA,2763,1,320,280,0
25,MA,2763,2,190,130,50
25,MA,2763,3,140,70,0
25,MA,2763,4,90,40,0
25,MA,2763,5,260,50,0
25,MA,2763,6,150,0,0
25,MA,2764,1,540,460,0
25,MA,2764,2,390,260,70
25,MA,2764,3,300,150,0
25,MA,2764,4,270,70,0
25,MA,2764,5,500,50,0
25,MA,2764,6,100,0,0
25,MA,2766,1,2510,2120,100
25,MA,2766,2,1710,1210,180
25,MA,2766,3,1320,770,60
25,MA,2766,4,1000,360,0
25,MA,2766,5,2110,280,0
25,MA,2766,6,720,50,0
25,MA,2767,1,2080,1670,60
25,MA,2767,2,1430,930,160
25,MA,2767,3,1100,620,30
25,MA,2767,4,880,300,0
25,MA,2767,5,1710,200,0
25,MA,2767,6,540,30,0
25,MA,2769,1,1700,1420,60
25,MA,2769,2,1090,710,140
25,MA,2769,3,880,430,50
25,MA,2769,4,700,190,0
25,MA,2769,5,1480,150,0
25,MA,2769,6,620,50,0
25,MA,2770,1,770,660,30
25,MA,2770,2,470,300,70
25,MA,2770,3,360,170,0
25,MA,2770,4,320,100,0
25,MA,2770,5,760,100,0
25,MA,2770,6,260,0,0
25,MA,2771,1,2200,1800,60
25,MA,2771,2,1460,950,180
25,MA,2771,3,1120,580,60
25,MA,2771,4,910,240,0
25,MA,2771,5,1790,170,0
25,MA,2771,6,520,40,0
25,MA,2777,1,2420,1920,90
25,MA,2777,2,1780,1140,240
25,MA,2777,3,1340,650,80
25,MA,2777,4,1080,280,0
25,MA,2777,5,1800,190,0
25,MA,2777,6,380,30,0
25,MA,2779,1,920,780,30
25,MA,2779,2,630,420,80
25,MA,2779,3,440,210,20
25,MA,2779,4,400,110,0
25,MA,2779,5,830,80,0
25,MA,2779,6,210,0,0
25,MA,2780,1,8510,6340,330
25,MA,2780,2,7280,4520,980
25,MA,2780,3,4090,2150,200
25,MA,2780,4,2500,790,0
25,MA,2780,5,3270,410,0
25,MA,2780,6,500,50,0
25,MA,2790,1,2370,1880,100
25,MA,2790,2,1750,1140,200
25,MA,2790,3,1260,650,60
25,MA,2790,4,990,300,0
25,MA,2790,5,1780,230,0
25,MA,2790,6,540,60,0
25,MA,99999,1,11590,9090,320
25,MA,99999,2,9370,6180,880
25,MA,99999,3,6020,3450,140
25,MA,99999,4,3630,1510,0
25,MA,99999,5,5780,1530,0
25,MA,99999,6,3040,720,0
26,MI,0,1,1703740,1241510,71950
26,MI,0,2,1093830,612340,182130
26,MI,0,3,655410,277010,51700
26,MI,0,4,442290,113020,0
26,MI,0,5,640000,82820,0
26,MI,0,6,194510,15540,0
26,MI,48001,1,2220,1670,80
26,MI,48001,2,1360,790,160
26,MI,48001,3,990,430,70
26,MI,48001,4,680,150,0
26,MI,48001,5,820,130,0
26,MI,48001,6,200,30,0
26,MI,48002,1,450,350,0
26,MI,48002,2,320,180,70
26,MI,48002,3,190,80,0
26,MI,48002,4,200,30,0
26,MI,48002,5,330,20,0
26,MI,48002,6,30,0,0
26,MI,48003,1,990,770,30
26,MI,48003,2,640,370,80
26,MI,48003,3,440,140,50
26,MI,48003,4,400,60,0
26,MI,48003,5,670,70,0
26,MI,48003,6,80,0,0
26,MI,48005,1,780,650,30
26,MI,48005,2,550,320,70
26,MI,48005,3,380,140,40
26,MI,48005,4,330,70,0
26,MI,48005,5,560,40,0
26,MI,48005,6,100,0,0
26,MI,48006,1,610,440,0
26,MI,48006,2,380,190,70
26,MI,48006,3,290,90,30
26,MI,48006,4,240,40,0
26,MI,48006,5,320,30,0
26,MI,48006,6,40,0,0
26,MI,48009,1,2190,1960,50
26,MI,48009,2,1120,850,90
26,MI,48009,3,1050,770,20
26,MI,48009,4,920,580,0
26,MI,48009,5,2110,750,0
26,MI,48009,6,3430,500,0
26,MI,48014,1,760,550,30
26,MI,48014,2,530,250,80
26,MI,48014,3,300,120,20
26,MI,48014,4,220,50,0
26,MI,48014,5,290,20,0
26,MI,48014,6,0,0,0
26,MI,48015,1,1710,1230,70
26,MI,48015,2,1270,740,200
26,MI,48015,3,600,260,40
26,MI,48015,4,300,80,0
26,MI,48015,5,260,50,0
26,MI,48015,6,0,0,0
26,MI,48017,1,1680,1380,60
26,MI,48017,2,1510,1090,170
26,MI,48017,3,1260,780,50
26,MI,48017,4,930,430,0
26,MI,48017,5,1070,230,0
26,MI,48017,6,120,20,0
26,MI,48021,1,7350,4910,400
26,MI,48021,2,5120,2580,960
26,MI,48021,3,2270,950,150
26,MI,48021,4,1090,330,0
26,MI,48021,5,840,180,0
26,MI,48021,6,60,0,0
26,MI,48022,1,400,320,0
26,MI,48022,2,260,140,70
26,MI,48022,3,200,70,0
26,MI,48022,4,180,40,0
26,MI,48022,5,230,0,0
26,MI,48022,6,0,0,0
26,MI,48023,1,870,640,30
26,MI,48023,2,560,330,70
26,MI,48023,3,320,130,30
26,MI,48023,4,250,60,0
26,MI,48023,5,350,40,0
26,MI,48023,6,80,0,0
26,MI,48025,1,1720,1540,50
26,MI,48025,2,800,550,80
26,MI,48025,3,680,390,20
26,MI,48025,4,670,300,0
26,MI,48025,5,1830,430,0
26,MI,48025,6,1980,210,0
26,MI,48026,1,2700,2080,130
26,MI,48026,2,1900,1160,280
26,MI,48026,3,1210,530,70
26,MI,48026,4,790,230,0
26,MI,48026,5,1030,120,0
26,MI,48026,6,140,20,0
26,MI,48027,1,520,380,0
26,MI,48027,2,300,150,60
26,MI,48027,3,250,80,30
26,MI,48027,4,180,40,0
26,MI,48027,5,260,30,0
26,MI,48027,6,30,0,0
26,MI,48028,1,160,110,0
26,MI,48028,2,100,60,0
26,MI,48028,3,90,40,0
26,MI,48028,4,70,20,0
26,MI,48028,5,110,30,0
26,MI,48028,6,40,0,0
26,MI,48030,1,3320,2420,150
26,MI,48030,2,2430,1610,350
26,MI,48030,3,1110,570,100
26,MI,48030,4,480,190,0
26,MI,48030,5,340,70,0
26,MI,48030,6,0,0,0
26,MI,48032,1,360,260,0
26,MI,48032,2,210,100,60
26,MI,48032,3,190,50,0
26,MI,48032,4,120,30,0
26,MI,48032,5,190,0,0
26,MI,48032,6,0,0,0
26,MI,48033,1,3240,2330,170
26,MI,48033,2,2320,1360,370
26,MI,48033,3,1440,800,40
26,MI,48033,4,710,310,0
26,MI,48033,5,850,190,0
26,MI,48033,6,250,20,0
26,MI,48034,1,2530,1850,140
26,MI,48034,2,2030,1290,290
26,MI,48034,3,1100,680,20
26,MI,48034,4,640,340,0
26,MI,48034,5,640,200,0
26,MI,48034,6,190,40,0
26,MI,48035,1,6820,4920,300
26,MI,48035,2,4910,2900,790
26,MI,48035,3,2540,1180,180
26,MI,48035,4,1600,440,0
26,MI,48035,5,1570,240,0
26,MI,48035,6,150,30,0
26,MI,48036,1,4470,3210,190
26,MI,48036,2,2880,1700,390
26,MI,48036,3,1540,770,100
26,MI,48036,4,970,270,0
26,MI,48036,5,1350,200,0
26,MI,48036,6,320,40,0
26,MI,48038,1,7630,6090,310
26,MI,48038,2,5850,3730,740
26,MI,48038,3,3680,1930,190
26,MI,48038,4,2610,870,0
26,MI,48038,5,3520,530,0
26,MI,48038,6,640,70,0
26,MI,48039,1,1460,1120,50
26,MI,48039,2,910,500,130
26,MI,48039,3,550,200,40
26,MI,48039,4,360,70,0
26,MI,48039,5,440,50,0
26,MI,48039,6,80,0,0
26,MI,48040,1,1700,1340,90
26,MI,48040,2,1090,630,200
26,MI,48040,3,820,290,70
26,MI,48040,4,600,120,0
26,MI,48040,5,810,90,0
26,MI,48040,6,100,0,0
26,MI,48041,1,690,540,0
26,MI,48041,2,490,290,90
26,MI,48041,3,330,110,30
26,MI,48041,4,260,50,0
26,MI,48041,5,370,20,0
26,MI,48041,6,40,0,0
26,MI,48042,1,4370,3650,120
26,MI,48042,2,2500,1470,270
26,MI,48042,3,1990,890,130
26,MI,48042,4,1960,480,0
26,MI,48042,5,4480,390,0
26,MI,48042,6,940,50,0
26,MI,48043,1,3130,2310,120
26,MI,48043,2,1960,1180,290
26,MI,48043,3,1030,480,70
26,MI,48043,4,520,170,0
26,MI,48043,5,500,100,0
26,MI,48043,6,70,0,0
26,MI,48044,1,8630,7110,290
26,MI,48044,2,4930,2870,660
26,MI,48044,3,3370,1450,230
26,MI,48044,4,3060,720,0
26,MI,48044,5,6770,560,0
26,MI,48044,6,1450,70,0
26,MI,48045,1,4150,3240,170
26,MI,48045,2,3130,2020,400
26,MI,48045,3,1900,1040,80
26,MI,48045,4,1390,530,0
26,MI,48045,5,2180,420,0
26,MI,48045,6,700,90,0
26,MI,48047,1,6400,5330,250
26,MI,48047,2,3870,2430,520
26,MI,48047,3,2780,1270,170
26,MI,48047,4,2390,580,0
26,MI,48047,5,4360,420,0
26,MI,48047,6,730,60,0
26,MI,48048,1,1440,980,50
26,MI,48048,2,1000,500,160
26,MI,48048,3,630,210,70
26,MI,48048,4,390,70,0
26,MI,48048,5,420,40,0
26,MI,48048,6,50,0,0
26,MI,48049,1,850,630,40
26,MI,48049,2,610,310,90
26,MI,48049,3,420,140,40
26,MI,48049,4,340,50,0
26,MI,48049,5,460,50,0
26,MI,48049,6,60,0,0
26,MI,48050,1,240,180,0
26,MI,48050,2,140,90,40
26,MI,48050,3,120,70,0
26,MI,48050,4,100,0,0
26,MI,48050,5,180,20,0
26,MI,48050,6,30,0,0
26,MI,48051,1,3120,2440,130
26,MI,48051,2,1960,1160,240
26,MI,48051,3,1330,590,90
26,MI,48051,4,970,230,0
26,MI,48051,5,1590,170,0
26,MI,48051,6,190,0,0
26,MI,48054,1,1150,930,30
26,MI,48054,2,660,410,70
26,MI,48054,3,480,190,40
26,MI,48054,4,470,100,0
26,MI,48054,5,750,90,0
26,MI,48054,6,160,0,0
26,MI,48059,1,2730,2060,90
26,MI,48059,2,1650,890,270
26,MI,48059,3,1080,360,100
26,MI,48059,4,730,150,0
26,MI,48059,5,1030,110,0
26,MI,48059,6,310,30,0
26,MI,48060,1,8490,5810,450
26,MI,48060,2,4650,2450,890
26,MI,48060,3,2190,810,220
26,MI,48060,4,1210,270,0
26,MI,48060,5,1280,170,0
26,MI,48060,6,230,30,0
26,MI,48062,1,1550,1200,50
26,MI,48062,2,1020,600,120
26,MI,48062,3,700,300,40
26,MI,48062,4,560,120,0
26,MI,48062,5,830,80,0
26,MI,48062,6,110,0,0
26,MI,48063,1,610,480,0
26,MI,48063,2,430,230,80
26,MI,48063,3,290,110,30
26,MI,48063,4,240,50,0
26,MI,48063,5,370,30,0
26,MI,48063,6,50,0,0
26,MI,48064,1,720,530,30
26,MI,48064,2,440,250,60
26,MI,48064,3,260,90,20
26,MI,48064,4,210,40,0
26,MI,48064,5,370,50,0
26,MI,48064,6,50,0,0
26,MI,48065,1,1760,1440,50
26,MI,48065,2,990,590,120
26,MI,48065,3,680,320,30
26,MI,48065,4,560,140,0
26,MI,48065,5,1190,120,0
26,MI,48065,6,440,30,0
26,MI,48066,1,10120,7160,460
26,MI,48066,2,7440,4270,1290
26,MI,48066,3,3560,1590,260
26,MI,48066,4,1750,470,0
26,MI,48066,5,1300,230,0
26,MI,48066,6,70,0,0
26,MI,48067,1,2760,2410,140
26,MI,48067,2,2470,1990,220
26,MI,48067,3,2330,1760,80
26,MI,48067,4,2000,1320,0
26,MI,48067,5,3080,1080,0
26,MI,48067,6,1120,240,0
26,MI,48069,1,270,250,30
26,MI,48069,2,150,110,0
26,MI,48069,3,170,130,0
26,MI,48069,4,150,80,0
26,MI,48069,5,410,110,0
26,MI,48069,6,270,40,0
26,MI,48070,1,710,670,0
26,MI,48070,2,280,200,50
26,MI,48070,3,260,150,0
26,MI,48070,4,290,130,0
26,MI,48070,5,900,160,0
26,MI,48070,6,780,60,0
26,MI,48071,1,5490,4080,240
26,MI,48071,2,4380,2890,600
26,MI,48071,3,2580,1510,150
26,MI,48071,4,1460,570,0
26,MI,48071,5,1260,220,0
26,MI,48071,6,140,30,0
26,MI,48072,1,1960,1680,80
26,MI,48072,2,1570,1110,180
26,MI,48072,3,1480,900,70
26,MI,48072,4,1190,560,0
26,MI,48072,5,1880,380,0
26,MI,48072,6,380,50,0
26,MI,48073,1,4530,3890,200
26,MI,48073,2,3910,2990,370
26,MI,48073,3,3310,2360,110
26,MI,48073,4,2400,1340,0
26,MI,48073,5,3850,990,0
26,MI,48073,6,1050,150,0
26,MI,48074,1,1680,1210,80
26,MI,48074,2,1140,590,170
26,MI,48074,3,690,200,80
26,MI,48074,4,480,70,0
26,MI,48074,5,540,50,0
26,MI,48074,6,50,0,0
26,MI,48075,1,3960,2950,180
26,MI,48075,2,2990,1680,440
26,MI,48075,3,1770,890,50
26,MI,48075,4,1060,410,0
26,MI,48075,5,1130,290,0
26,MI,48075,6,230,40,0
26,MI,48076,1,4340,3330,180
26,MI,48076,2,3250,1910,490
26,MI,48076,3,2300,1160,60
26,MI,48076,4,1620,650,0
26,MI,48076,5,2110,420,0
26,MI,48076,6,400,60,0
26,MI,48079,1,1990,1580,80
26,MI,48079,2,1260,750,160
26,MI,48079,3,920,390,60
26,MI,48079,4,730,160,0
26,MI,48079,5,1230,130,0
26,MI,48079,6,300,30,0
26,MI,48080,1,4200,3430,160
26,MI,48080,2,3240,2090,420
26,MI,48080,3,2340,1310,120
26,MI,48080,4,1330,530,0
26,MI,48080,5,1550,350,0
26,MI,48080,6,230,60,0
26,MI,48081,1,3520,2840,150
26,MI,48081,2,2620,1710,360
26,MI,48081,3,1940,970,110
26,MI,48081,4,1340,420,0
26,MI,48081,5,1750,300,0
26,MI,48081,6,270,60,0
26,MI,48082,1,3030,2420,120
26,MI,48082,2,2310,1490,330
26,MI,48082,3,1670,820,120
26,MI,48082,4,1030,330,0
26,MI,48082,5,1100,210,0
26,MI,48082,6,120,0,0
26,MI,48083,1,3590,2760,90
26,MI,48083,2,2130,1270,250
26,MI,48083,3,1590,810,100
26,MI,48083,4,1320,420,0
26,MI,48083,5,2270,320,0
26,MI,48083,6,580,60,0
26,MI,48084,1,1600,1380,50
26,MI,48084,2,1110,780,110
26,MI,48084,3,1140,650,60
26,MI,48084,4,1090,400,0
26,MI,48084,5,1900,370,0
26,MI,48084,6,940,100,0
26,MI,48085,1,3170,2690,90
26,MI,48085,2,1630,950,180
26,MI,48085,3,1330,620,70
26,MI,48085,4,1440,430,0
26,MI,48085,5,3660,370,0
26,MI,48085,6,1310,100,0
26,MI,48088,1,4110,3100,160
26,MI,48088,2,3080,1830,460
26,MI,48088,3,2120,950,160
26,MI,48088,4,1370,380,0
26,MI,48088,5,1450,210,0
26,MI,48088,6,100,30,0
26,MI,48089,1,6960,4480,350
26,MI,48089,2,4340,2250,810
26,MI,48089,3,1760,750,140
26,MI,48089,4,810,220,0
26,MI,48089,5,540,120,0
26,MI,48089,6,50,0,0
26,MI,48091,1,6830,4470,250
26,MI,48091,2,4450,2300,720
26,MI,48091,3,1870,790,160
26,MI,48091,4,860,270,0
26,MI,48091,5,670,160,0
