"fips","pertrump","county","state","permale","med_age","nevermarried","widowed","fromdifstate","fromabroad","divorced","foodstamp","Marriedcouplefamily","single_mom","inschool","inundergrad","ingradprofesh","lessthan_hs","bachplus","med_income","gini","singledad","withkids","med_2bed","foreignborn","unemployed_rate","employed_rate","no_health_ins","dis5to17","dis18to34","dis35to64","pop_density","housing_density","pct_all_in_pov","police_violence_score","police_accountability_score","approach_to_policing_score","police_funding_score","mean_hha_score","svi_overall","res_seg_nonwhite_white","pct_child_in_pov","sev_hou_cost_burden","sev_hou_prob","poor_fair_health","spend_per_capita","unemp_bens_possible","saversperhouses","ForeignBornEuropePct","ForeignBornMexPct","ForeignBornCaribPct","ForeignBornCentralSouthAmPct","ForeignBornAsiaPct","ForeignBornAfricaPct","AvgHHSize","PopChangeRate1819","NonEnglishHHNum","PctEmpChange1920","PctEmpConstruction","PctEmpMining","PctEmpTrade","PctEmpTrans","PctEmpInformation","PctEmpFIRE","Deep_Pov_Children","PerCapitaInc","Deep_Pov_All","incar_rate","theftrate"
48453,0.265106190691369,"Travis","Texas",0.505075378727671,34.2,0.321919131402301,0.0264475609408178,0.0299142895570201,0.00943589241974071,0.0876895676166954,0.045270438252208,0.759735605934013,0.0801351677528361,0.254657423143857,0.0634721899568391,0.0188367344443493,0.0733050484795872,0.343461267275565,75887,0.4832,0.0334800126255593,0.482058708850888,1381,0.177801688124845,0.0361080276782763,0.963891972321724,0.108582048491814,0.00783009524741096,0.0138188220621859,0.0328136908473637,1200.17315763214,503.243037008775,0.12,61.4166666666667,28.0833333333333,46.5833333333333,40.9166666666667,0,0.3812,33.784296654,0.152,0.1577478782,0.2000662358,0.1487478708,8650,13910,0.00257226614938418,1.238012561,7.398893875,0.577271857,9.520420931,5.226421477,0.827189325,2.54,2.197,28409,-3.3,7.556027619,0.48399377,11.35227656,3.464820003,3.29365679,7.22590638,6.458118955,43658,5.936807524,0.00236477164568264,0.00283174587648404
48455,0.804122225425195,"Trinity","Texas",0.480300957592339,48.6,0.161696306429549,0.0799589603283174,0.00841313269493844,0.00041039671682626,0.124145006839945,0.0874145006839945,0.741622146673142,0.0667799902865469,0.178864569083447,0.0203830369357045,0.00184678522571819,0.122571819425445,0.093296853625171,41357,0.4689,0.0167557066537154,0.26469159786304,748,0.0381668946648427,0.076608784473953,0.923391215526047,0.154172366621067,0.0194938440492476,0.0196990424076607,0.108071135430917,20.474756669701,12.6195644562706,0.177,53,29,49,64.5,0,0.8016,38.289736394,0.303,0.0934212872,0.1327838828,0.2018135984,8650,13910,0.0218552695483244,0.300957592,2.729138167,0.054719562,3.426812586,0.034199726,0,2.4,-0.252,73,-3.2,12.39007231,4.025796365,14.14891538,5.765096736,0.781708032,3.087746727,18.58585859,25026,9.066371375,0.00095574180267607,0.00403556771545828
48457,0.84824016563147,"Tyler","Texas",0.543684357282275,42.4,0.238590947114044,0.0796077702388698,0.0152895250487964,0.000790036248722,0.122966818477554,0.0579979552002974,0.757645580226225,0.0674486803519062,0.16925364810856,0.0194255971744586,0.00362487220001859,0.126312854354494,0.0941537317594572,44497,0.4263,0.0175953079178886,0.326141600335149,661,0.0297890138488707,0.128594844285501,0.871405155714499,0.133283762431453,0.007110326238498,0.0151501068872572,0.0808160609722093,22.9949667119057,11.6139649700247,0.182,63,29,55,53.5,0,0.8834,29.421635354,0.264,0.0985007496,0.1333771353,0.1705677293,8650,13910,0.0140642767370878,0.232363603,2.30969421,0,2.439817827,0.246305419,0,2.66,0.292,7,-1.5,8.348484849,3.227272727,14.77272727,2.53030303,0.257575758,5.545454546,9.46932814,20249,8.331564424,0.09556520860693,0.00794683520773306
48459,0.836809231420707,"Upshur","Texas",0.490979569944902,41.4,0.192403335121166,0.0634599444146472,0.0178214442439904,0.00017065678482617,0.112023989468038,0.0609244721829441,0.78687381734887,0.044915845035355,0.235677019844946,0.0363255156272856,0.00463211273099615,0.0962504266419621,0.116241650007314,52162,0.4435,0.0252962852305547,0.355741460013943,749,0.0375201131210688,0.0512495472654835,0.948750452734517,0.130966892583744,0.00880101418889268,0.0156029060412502,0.0736018333414599,69.2029963557835,28.7741260628965,0.159,59.2,29,53.6,54.2,0,0.5898,25.117189532,0.211,0.0999248685,0.1352223816,0.1616336922,8650,13910,0.0330950794052079,0.382758789,2.335559998,0.024379541,2.820712858,0.338875616,0.070700668,2.87,1.394,183,-7.1,9.354857442,3.919633006,17.45543232,5.731374485,0.963939376,4.198362464,8.348774964,25285,6.10991406,0.00293455932700773,0.00697254863718368
48461,0.861111111111111,"Upton","Texas",0.519540858157967,39.6,0.195135282864171,0.0554796392456955,0.00710576660289697,0.00901885761136923,0.108226291336431,0.0336157420060126,0.812282734646582,0.0706836616454229,0.258540584859251,0.0303361574200601,0.00683246788740093,0.162339437004646,0.0639518994260727,52171,0.4365,0.0127462340672074,0.359212050984936,594,0.116698551516808,0.0555160142348754,0.944483985765125,0.0830828095107953,0.00191309100847226,0.00300628587045641,0.0360754304454769,2.94622080149445,1.35756443599881,0.142,56.5,29,52.5,67.5,0,0.6519,26.282186539,0.202,0.0649458784,0.1343873518,0.2169645904,8650,13910,0.0579374275782155,0,10.95927849,0,10.95927849,0.71057666,0,2.7,0.55,138,7.8,9.733893557,29.06162465,6.792717087,6.37254902,1.960784314,2.871148459,13.19957761,25447,7.351712615,0.0126964933494559,0.00437277944793659
48463,0.596867749419954,"Uvalde","Texas",0.489784546805349,33.7,0.267756315007429,0.0508543833580981,0.0207652303120357,0.00757800891530461,0.0884101040118871,0.110178306092125,0.649683595651468,0.117962031478176,0.25575780089153,0.0364041604754829,0.00705794947994056,0.150408618127786,0.111292719167905,41679,0.4555,0.0522472821677754,0.397533668667857,572,0.111589895988113,0.0532499526245973,0.946750047375403,0.138372956909361,0.02462852897474,0.0218796433878157,0.0470282317979198,17.2706917900058,7.15976673018073,0.229,63,29,45,43,0,0.9548,27.107778547,0.35,0.090588092,0.1527614571,0.2702762857,8650,13910,0.0205527611011953,0.1448737,9.717682021,0.100297177,10.08543834,0.806092125,0,2.99,-0.172,865,-4,11.56596353,4.209867715,15.35573829,3.950661423,0.536288881,4.63889882,9.140742771,20329,6.811813707,0.0104217554144276,0.00260029717682021
48465,0.542146596858639,"Val Verde","Texas",0.510465804896976,31.8,0.232269394923319,0.0476423859993057,0.0277522514243705,0.020114766484919,0.0598541934693377,0.108905634176724,0.7365003417635,0.0944121667805878,0.268863975167963,0.0438236435295799,0.00743327411219343,0.191427229471707,0.110784373787498,46147,0.4697,0.0444292549555707,0.479066985645933,740,0.221630010823174,0.0406241592682271,0.959375840731773,0.136719148849272,0.0104147521901611,0.0127631767036288,0.0550552390287733,15.1480186840721,5.92012868500016,0.189,51.5,29,60,46.5,0,0.9678,17.02191081,0.289,0.1061422414,0.1666110184,0.2944514613,8650,13910,0.181989063568011,0.347158406,20.19440871,0,21.10723111,0.582000858,0.030631624,2.98,0.076,1934,-6,7.420842618,3.218116806,13.51505415,6.684976939,0.912058869,3.959164637,14.00188529,21370,9.230245232,0.025700836380448,0.00218505585166125
48467,0.855584156133543,"Van Zandt","Texas",0.491334410104713,42.8,0.172767362938497,0.0675825272671179,0.00998130773279132,0.00038110447707021,0.0945683538101374,0.0612126381503729,0.792366827675352,0.0550377576705898,0.218826561167269,0.0295265230568209,0.0026677313394915,0.106636662250694,0.109050323938806,54654,0.4542,0.0265324171712361,0.377372610381659,754,0.0455873545904942,0.0445428006403616,0.955457199359638,0.145636353737546,0.00989056857158412,0.0177667277643685,0.0688347276917772,64.1060542603192,27.2476615943041,0.156,63,29,59.1666666666667,54.1666666666667,0,0.5589,22.473088246,0.208,0.0995255611,0.1350996852,0.1651765296,8650,13910,0.0141894978278406,0.50088017,2.970800138,0.007259133,3.068798432,0.805763752,0,2.7,1.115,426,-3,9.471553857,4.043175174,15.76793344,4.722284686,1.493141444,4.9516528,7.521298174,27900,5.354633533,0.00250247728456022,0.00293994882311308
48469,0.683222183222183,"Victoria","Texas",0.489365860013679,35.9,0.235699008783072,0.0544680758666363,0.00959732490853228,0.00454895829940614,0.0877872954868688,0.0641305409894799,0.721443869355702,0.0783062645011601,0.247217970013788,0.0390189883724717,0.00512436352582267,0.106015698791649,0.130638699801322,56834,0.468,0.0364090665714796,0.403846153846154,945,0.0677566795861425,0.0567800321121004,0.9432199678879,0.13475339000532,0.0192380766266054,0.0172078732805698,0.0498974041624597,103.631822324231,41.7963344246802,0.154,57.5,29,45,35.5,15,0.7834,22.725379502,0.214,0.117271804,0.1500845763,0.2196119002,8650,13910,0.0207159429897249,0.295302305,4.248227643,0.396269637,4.849688956,1.032472397,0.140051461,2.82,0.224,937,-7.8,7.593344252,4.127797954,17.7811009,4.590662014,1.032542904,4.46960526,8.491722869,29199,5.526240258,0.00288001401679826,0.00308330347740177
48471,0.651151956632221,"Walker","Texas",0.583744693795716,35.3,0.359771020865309,0.0423113618451072,0.017615906859695,0.00298668436553698,0.1169231620138,0.0309038868378479,0.773790476190476,0.0953142857142857,0.286044164212331,0.161101201587367,0.0110064849767011,0.0900015209966676,0.134138078842936,43742,0.4711,0.0246095238095238,0.417295238095238,935,0.0833091356590755,0.0315172817809022,0.968482718219098,0.0921447435737891,0.00240594018334923,0.00577978733701138,0.0253868171070643,90.2309391024441,32.6433856096618,0.261,63,29,59.5,51,0,0.6997,19.608829169,0.283,0.2086814754,0.1882097125,0.2120336098,8650,13910,0.0276825396825397,0.388545512,4.083184691,0.132741527,4.726151464,0.869733549,2.132160783,2.5,-0.226,601,-3.5,5.717983859,1.23724684,14.34444952,4.770062433,1.206791533,4.522613065,11.15733737,18544,15.02008616,0.194777486910995,0.00253038536524661
48473,0.627254332717516,"Waller","Texas",0.498610896743325,28.9,0.321789628029017,0.0381424602562124,0.00900987806760302,0.00333770643617842,0.0645740083346195,0.0692622318258991,0.771265321168556,0.0654317574417104,0.344188918042908,0.141051859854916,0.00924139527704893,0.0965040901373669,0.116414570149714,59642,0.4677,0.0189844253985808,0.412127914477928,882,0.138543756752585,0.0443481756062704,0.95565182439373,0.160595770952307,0.00555641302670165,0.0209908936564285,0.0469401142151567,99.9672124824008,32.8260911492989,0.159,51,29,51,48.75,0,0.8331,28.409602592,0.199,0.1323038397,0.2134232955,0.2125130273,8650,13910,0.0516081467145885,0.374286155,9.667772804,0.48232752,11.9636518,0.567217163,0.358851675,3.11,3.24,1045,-5.6,9.935582953,3.549336632,17.7082889,4.270295636,2.145812892,4.884603899,7.328182188,25401,6.814248934,0.000933197168715,0.00551782682512733
48475,0.798275862068966,"Ward","Texas",0.498541773889175,33.9,0.216761022473838,0.0488076857093841,0.0392863269857609,0,0.0773717618802539,0.0665637330588437,0.787739192062367,0.0517363571934798,0.235374849888489,0.0156115971864814,0,0.135100360267627,0.07874420998456,62986,0.4127,0.0308291991495393,0.450035435861091,1029,0.089466460799451,0.0581901014702837,0.941809898529716,0.138188368502316,0.00377423228684165,0.00995024875621891,0.0472636815920398,13.9481461097618,5.77882533111592,0.139,40,29,39.5,32.5,0,0.6494,7.9786293942,0.177,0.088091354,0.0929936306,0.2096664196,8650,13910,0.0673281360737066,0.205867216,7.76290959,0,7.76290959,0.952135872,0,2.9,2.468,301,-22.2,11.09987869,18.68176304,11.9692681,9.421754954,0.909826122,5.539830166,9.41690053,25931,6.25,0.00549639299209894,0.0125235889517928
48477,0.743616227692661,"Washington","Texas",0.491482524244234,41.5,0.250291499587635,0.0626795210875068,0.00708130705571197,0.00625657651508688,0.0846912948269488,0.0419475016352416,0.781835097104314,0.0589603442260728,0.259278218582032,0.0769843301197281,0.00375394590905213,0.0885305576884794,0.178710576458209,54971,0.5113,0.0186068147459007,0.332131643214327,792,0.0730597503057191,0.0581658549969134,0.941834145003087,0.0901515797855701,0.012115007251941,0.0238603077098086,0.0348377555953701,56.5867396202124,26.0798197618281,0.138,63,29,53,42,0,0.7312,18.577629728,0.195,0.1251922748,0.1376720901,0.1814988956,8650,13910,0.0257505025501304,0.309984927,5.295338851,0,6.117225493,0.631345448,0.153570515,2.6,1.087,268,-1.4,10.45093865,1.677311141,15.15386104,4.25778982,1.161215406,7.057609187,8.680693397,32625,5.051180026,0.00195503421309873,0.00287233740010807
48479,0.378642338114245,"Webb","Texas",0.489708473783114,28.8,0.26884464365362,0.0353129135804275,0.00363402382223262,0.0116954146954951,0.0604695714484181,0.156964968595307,0.647307127602776,0.125483849439402,0.326064067035675,0.055146494300359,0.00687685996943618,0.179460087889268,0.104743241958717,46475,0.4794,0.0386579017618793,0.535054057661506,835,0.258746883294458,0.0435753465273145,0.956424653472685,0.22167545315619,0.0165541849769309,0.0160460065953511,0.0398133998230516,81.0286550521822,24.5998572135309,0.257,56,29,54.5,34.5,7,0.9497,20.889654738,0.346,0.1758974656,0.2999718666,0.3475248564,8650,13910,0.0186389291434673,0.110775575,24.4664127,0.119549878,25.15556108,0.410929857,0.047161879,3.61,0.557,18888,-6.8,6.269136908,2.853512965,17.23075798,14.41197708,0.996261734,3.955798883,17.83938243,18466,12.11903563,0.00667505259926473,0.000873774339550902
48481,0.711532724777758,"Wharton","Texas",0.491112874906799,37.3,0.238930177742502,0.0573634461360849,0.00153931260071674,0.00300646992327489,0.0802366693123602,0.0724438992712317,0.705352913311227,0.120606347702511,0.247781225196623,0.0372802270486086,0.00312672872020588,0.141063568800058,0.116915602376314,48310,0.4759,0.0304121269540502,0.453718616769304,743,0.0986122134834163,0.0518348353654945,0.948165164634506,0.138778651658369,0.00555595641821199,0.0186882170430767,0.0507973158236525,37.9868617006697,16.1104055696156,0.168,63,29,49.6666666666667,33.6666666666667,0,0.8758,31.191044976,0.26,0.1213351686,0.1475300401,0.2301881359,8650,13910,0.024159166271909,0.192414075,8.547995286,0,9.394617216,0.168362316,0.07696563,2.7,0.137,825,-4.8,9.532741215,4.777403873,15.22038947,6.095879075,0.799911734,4.788437138,9.933651061,25298,6.962334114,0.00122684628337744,0.00680664790629435
48483,0.923833975181857,"Wheeler","Texas",0.514424878231547,39.6,0.160547021356313,0.058074185088048,0.00768077931809667,0,0.100412139378044,0.0726863994005245,0.727272727272727,0.075098814229249,0.22817534657175,0.0237916822780067,0.00449606594230049,0.134132633945298,0.114275009366804,49315,0.4379,0.0283267457180501,0.41501976284585,625,0.0803671787186212,0.0469422911283376,0.953057708871662,0.161671037841888,0.0162982390408393,0.0164855751217685,0.0488947171225178,5.83139426910934,2.97250352308852,0.14,63,29,51.5,58.5,0,0.6962,12.517491846,0.209,0.1141618497,0.1330472103,0.1900447502,8650,13910,0.0197628458498024,0,7.006369427,0,7.549644061,0.48707381,0,2.42,-1.978,110,-4.7,7.252215955,9.709911362,12.85253828,7.453666398,0.201450443,2.336825141,13.51351351,27093,8.530805687,0.00480961923847695,0.00224803297115024
48485,0.696546481320591,"Wichita","Texas",0.51968904829934,34.5,0.274666403234141,0.0527523632937171,0.0487932763913797,0.00760661418280191,0.10099091157786,0.0611948691449588,0.706768644957983,0.101267069327731,0.242826529681753,0.0601842001276635,0.0105094379768382,0.0858688713942673,0.147838840086325,48650,0.4581,0.0376838235294118,0.422925420168067,773,0.0662254171859327,0.0449579183074666,0.955042081692533,0.104881607343688,0.00947597191403994,0.0162314963980668,0.0623195233897687,207.879438898016,88.5520662201441,0.178,54.6,29,44.2,41.6,0,0.8166,31.955482352,0.224,0.1471185854,0.1573588399,0.2287832167,8650,13910,0.0140553380443086,0.724186146,2.825313839,0.338156175,3.218942825,1.655065504,0.540289978,2.41,0.321,1178,-4.9,6.678143605,2.275661717,14.52550032,5.130550176,1.924180475,4.53518399,8.755967619,24872,7.52676182,0.0313026671820642,0.000896683789780844
48487,0.7789566755084,"Wilbarger","Texas",0.488272422660329,39.4,0.22839554274137,0.0623392815397803,0.0169874542195901,0.00124678563079561,0.10932751500039,0.119457648250604,0.745387453874539,0.0575030750307503,0.229018935556768,0.0360009350892231,0.0120782357983324,0.15748460998987,0.10488584119068,45302,0.4349,0.0236777367773678,0.379151291512915,659,0.0450401309124912,0.0416894229018751,0.958310577098125,0.127016286137302,0.0329618951141588,0.0374814930257929,0.0755863788669836,13.1195305471498,6.37932444589842,0.153,63,29,40.5,41.5,0,0.9083,26.660907966,0.236,0.0832340087,0.1331417625,0.2100965408,8650,13910,0.0830258302583026,0.070131692,3.023455155,0.01558482,3.374113613,0.763656199,0.101301333,2.34,-0.063,141,-2.4,3.835527385,2.064033805,9.848854218,5.672029904,0.568828214,3.933040793,13.70061617,23696,8.974049972,0.00116396368433305,0.00124678563079561
48491,0.48256462502806,"Williamson","Texas",0.492233438762317,36.3,0.231280268223022,0.033770754048546,0.0300472604290692,0.00752916341005544,0.08779884734224,0.0293752419631705,0.807767184530268,0.0709465438568142,0.269974287989131,0.0446216609082476,0.0100218406001417,0.0447403598220612,0.273179158662099,87337,0.3938,0.0287248859238056,0.503705071677555,1317,0.12599067939606,0.0441876374118826,0.955812362588117,0.0736061095244008,0.00817378981892024,0.0159677431136369,0.037894171700718,481.833699956005,169.369115706115,0.064,59.3333333333333,29.1666666666667,64.6666666666667,60.3333333333333,7,0.2016,26.321991034,0.079,0.101006111,0.1234094,0.150926465,8650,13910,0.00615018243926267,0.994696898,4.038867503,0.246711127,5.290136668,5.053651909,0.67859256,3.02,4.252,5279,-3.2,6.947897041,0.506486901,13.89722686,3.576213025,2.609446303,7.658554757,2.957321843,37242,2.691019428,0.00103937985310755,0.00337835370084952
